subject_id,group,covariate_X,target_Y,window_index,lag_steps,lag_ms,f_stat,p_value
sub-024,A,P4,Fp2,2,30,60,5.268823740110791,2.1078085806000014e-16
sub-024,A,P4,Fp2,2,40,80,5.225559256250736,8.318692900635899e-20
sub-024,A,P4,Fp2,2,50,100,3.1702151502266243,5.803770741992576e-11
sub-024,A,P4,Fp2,3,5,10,7.50966777615631,7.722117739659483e-07
sub-024,A,P4,Fp2,3,10,20,10.298570397087467,5.094878056231484e-16
sub-024,A,P4,Fp2,3,20,40,5.041345598313624,1.5305282710655166e-11
sub-024,A,P4,Fp2,3,30,60,3.53266449566753,2.7292276351408465e-09
sub-024,A,P4,Fp2,3,40,80,3.3504310077724857,2.216339468169233e-10
sub-024,A,P4,Fp2,3,50,100,2.6640423942832494,4.1270367042666055e-08
sub-024,A,P4,Fp2,4,5,10,5.9791625692870864,2.1101360274631678e-05
sub-024,A,P4,Fp2,4,10,20,11.778455178930454,1.6475681531217405e-18
sub-024,A,P4,Fp2,4,20,40,6.385604414167126,1.3097708398220247e-15
sub-024,A,P4,Fp2,4,30,60,3.4502734593285624,5.838440693469828e-09
sub-024,A,P4,Fp2,4,40,80,2.7705606611013565,1.4484739277440667e-07
sub-024,A,P4,Fp2,4,50,100,2.8425395351485605,4.199380669501907e-09
sub-024,A,Fp2,P4,0,5,10,11.610169339148221,1.0781044199149833e-10
sub-024,A,Fp2,P4,0,10,20,2.9236709111907233,0.0013949044163203397
sub-024,A,Fp2,P4,0,20,40,1.4607633138702238,0.08934131512830149
sub-024,A,Fp2,P4,0,30,60,2.2866652276383963,0.00015724047049994907
sub-024,A,Fp2,P4,0,40,80,2.20364486958104,5.539047143332465e-05
sub-024,A,Fp2,P4,0,50,100,2.1384896191315024,2.5104762587682087e-05
sub-024,A,Fp2,P4,1,5,10,8.045670924904975,2.4156524008163016e-07
sub-024,A,Fp2,P4,1,10,20,10.031418237549014,1.4447218910989288e-15
sub-024,A,Fp2,P4,1,20,40,3.103879711248669,7.901588895641828e-06
sub-024,A,Fp2,P4,1,30,60,1.8577104974656053,0.004216686714272026
sub-024,A,Fp2,P4,1,40,80,2.0675938968061587,0.00020991775865579048
sub-024,A,Fp2,P4,1,50,100,1.7894761660263838,0.0011614747101826668
sub-024,A,Fp2,P4,2,5,10,11.298053788460777,2.112689767431226e-10
sub-024,A,Fp2,P4,2,10,20,9.558771112200565,9.176379827027262e-15
sub-024,A,Fp2,P4,2,20,40,3.6493358551163246,2.1534869102103675e-07
sub-024,A,Fp2,P4,2,30,60,2.1160588540549554,0.000609405831846507
sub-024,A,Fp2,P4,2,40,80,2.0497627320187046,0.0002490745048190525
sub-024,A,Fp2,P4,2,50,100,2.1196087189671435,3.122548809045233e-05
sub-024,A,Fp2,P4,3,5,10,3.5876358048782895,0.0033383322763810646
sub-024,A,Fp2,P4,3,10,20,12.977780534515668,1.6686059568849405e-20
sub-024,A,Fp2,P4,3,20,40,2.3929109961563206,0.0006663252741748838
sub-024,A,Fp2,P4,3,30,60,1.725010086047865,0.010643353738261602
sub-024,A,Fp2,P4,3,40,80,1.9933672866542362,0.00042528227631988036
sub-024,A,Fp2,P4,3,50,100,1.5806308656000585,0.008913922021846791
sub-024,A,Fp2,P4,4,5,10,14.624864078738096,1.6985248088908273e-13
sub-024,A,Fp2,P4,4,10,20,6.164001537423897,5.93127081225161e-09
sub-024,A,Fp2,P4,4,20,40,4.095800376134004,1.0459700618397e-08
sub-024,A,Fp2,P4,4,30,60,2.1997988286769217,0.0003155407079409734
sub-024,A,Fp2,P4,4,40,80,2.344502250969843,1.3327071845894324e-05
sub-024,A,Fp2,P4,4,50,100,1.6464394316847148,0.0048114514767422885
sub-025,A,P3,Fp1,0,5,10,51.46616413169674,5.714805522783641e-44
sub-025,A,P3,Fp1,0,10,20,35.58052195008848,1.2191614956595255e-53
sub-025,A,P3,Fp1,0,20,40,12.667118283495569,8.247223684732371e-34
sub-025,A,P3,Fp1,0,30,60,5.572558693560289,1.1861878691985057e-17
sub-025,A,P3,Fp1,0,40,80,5.223855391044249,8.483977486377265e-20
sub-025,A,P3,Fp1,0,50,100,4.549748315516799,5.503818946399731e-19
sub-025,A,P3,Fp1,1,5,10,4.224188138953692,0.0008872750656239279
sub-025,A,P3,Fp1,1,10,20,22.157509180951887,5.766504076779e-35
sub-025,A,P3,Fp1,1,20,40,9.425968835691405,1.1915349137569374e-24
sub-025,A,P3,Fp1,1,30,60,5.864335268379215,7.532634644787216e-19
sub-025,A,P3,Fp1,1,40,80,6.857902352909267,7.521348425179023e-28
sub-025,A,P3,Fp1,1,50,100,4.179501147137949,7.923914846259542e-17
sub-025,A,P3,Fp1,2,5,10,12.669954462634102,1.1045445423394205e-11
sub-025,A,P3,Fp1,2,10,20,33.54995323924176,5.507710883333136e-51
sub-025,A,P3,Fp1,2,20,40,8.217282831271069,4.236166355687931e-21
sub-025,A,P3,Fp1,2,30,60,7.669210250887121,3.925659384777061e-26
sub-025,A,P3,Fp1,2,40,80,7.708146620233153,6.707117417461874e-32
sub-025,A,P3,Fp1,2,50,100,6.59130018610087,1.4535464434893926e-30
sub-025,A,P3,Fp1,3,5,10,95.22959288146784,1.1356730458978263e-72
sub-025,A,P3,Fp1,3,10,20,79.80551371375051,1.2499088187352644e-100
sub-025,A,P3,Fp1,3,20,40,10.482623831830974,1.070840898351074e-27
sub-025,A,P3,Fp1,3,30,60,7.655846467298694,4.434798412577595e-26
sub-025,A,P3,Fp1,3,40,80,7.300686447990999,5.676588109628832e-30
sub-025,A,P3,Fp1,3,50,100,5.716097402502048,1.096468647312096e-25
sub-025,A,P3,Fp1,4,5,10,6.015781247061836,1.950195855306228e-05
sub-025,A,P3,Fp1,4,10,20,7.374800471262543,4.985540297294907e-11
sub-025,A,P3,Fp1,4,20,40,12.54923518632244,1.7367261271317548e-33
sub-025,A,P3,Fp1,4,30,60,8.4820740909857,2.532224957726761e-29
sub-025,A,P3,Fp1,4,40,80,6.530392895627682,2.9093114735095145e-26
sub-025,A,P3,Fp1,4,50,100,5.082024100237224,4.562504208587337e-22
sub-025,A,Fp1,P3,0,5,10,32.45742029492385,4.058664752142429e-29
sub-025,A,Fp1,P3,0,10,20,9.531945623728408,1.0193289612686983e-14
sub-025,A,Fp1,P3,0,20,40,5.809680593968587,7.244584471844365e-14
sub-025,A,Fp1,P3,0,30,60,2.6365464709564086,8.453294626882736e-06
sub-025,A,Fp1,P3,0,40,80,2.3942782824834,7.978361045926968e-06
sub-025,A,Fp1,P3,0,50,100,2.103323052306893,3.7658854364469834e-05
sub-025,A,Fp1,P3,1,5,10,4.645445165773133,0.0003649610972519656
sub-025,A,Fp1,P3,1,10,20,5.065695522122811,4.388928875867472e-07
sub-025,A,Fp1,P3,1,20,40,4.7831302348541715,9.193065065112715e-11
sub-025,A,Fp1,P3,1,30,60,3.442153300962641,6.291766979433658e-09
sub-025,A,Fp1,P3,1,40,80,2.666988489540022,4.455119620129448e-07
sub-025,A,Fp1,P3,1,50,100,2.3489686366759783,2.066982574029918e-06
sub-025,A,Fp1,P3,2,5,10,1.3814055988797378,0.22946211509319933
sub-025,A,Fp1,P3,2,10,20,4.0802343837158475,1.949609570826052e-05
sub-025,A,Fp1,P3,2,20,40,3.045285905788799,1.1539215161158652e-05
sub-025,A,Fp1,P3,2,30,60,3.362289521063724,1.3104844960689943e-08
sub-025,A,Fp1,P3,2,40,80,3.8499390109937197,7.121947616913734e-13
sub-025,A,Fp1,P3,2,50,100,3.030106083207402,3.6619001212924173e-10
sub-025,A,Fp1,P3,3,5,10,24.94352642511902,9.573163839703819e-23
sub-025,A,Fp1,P3,3,10,20,45.93912184971227,2.2864714026641195e-66
sub-025,A,Fp1,P3,3,20,40,9.657927221552896,2.5267157581558167e-25
sub-025,A,Fp1,P3,3,30,60,6.230358716823856,2.4057503064245727e-20
sub-025,A,Fp1,P3,3,40,80,6.291224532763279,4.2873999492143195e-25
sub-025,A,Fp1,P3,3,50,100,4.0814812189725895,2.959897105624834e-16
sub-025,A,Fp1,P3,4,5,10,1.561201019989817,0.1691912333102914
sub-025,A,Fp1,P3,4,10,20,3.5252322080792338,0.00015658886134090424
sub-025,A,Fp1,P3,4,20,40,4.432118554321985,1.0405477854720038e-09
sub-025,A,Fp1,P3,4,30,60,2.947228943329628,5.583225593034997e-07
sub-025,A,Fp1,P3,4,40,80,2.50637891684169,2.4718016133768945e-06
sub-025,A,Fp1,P3,4,50,100,1.9983021213283896,0.00012351775558088328
sub-025,A,P4,Fp2,0,5,10,52.13780794717311,1.831119962754366e-44
sub-025,A,P4,Fp2,0,10,20,21.748241242724234,2.370427742629877e-34
sub-025,A,P4,Fp2,0,20,40,15.756683595581766,5.02922449955498e-42
sub-025,A,P4,Fp2,0,30,60,7.034850101660175,1.3338278263946817e-23
sub-025,A,P4,Fp2,0,40,80,6.4003953521997765,1.25295472751181e-25
sub-025,A,P4,Fp2,0,50,100,4.624983691115134,2.0103194923065456e-19
sub-025,A,P4,Fp2,1,5,10,13.75039589258771,1.0940430826576938e-12
sub-025,A,P4,Fp2,1,10,20,14.891764488573074,1.2236152051214555e-23
sub-025,A,P4,Fp2,1,20,40,10.018451836199544,2.2961358239346456e-26
sub-025,A,P4,Fp2,1,30,60,5.921888660953728,4.37795575446612e-19
sub-025,A,P4,Fp2,1,40,80,6.08036408644409,4.659892810417187e-24
sub-025,A,P4,Fp2,1,50,100,3.594665434761926,2.044643584469285e-13
sub-025,A,P4,Fp2,2,5,10,1.6564475757531645,0.14329619390773826
sub-025,A,P4,Fp2,2,10,20,7.915148977121699,5.902241333793428e-12
sub-025,A,P4,Fp2,2,20,40,4.27629936603812,3.038791362903953e-09
sub-025,A,P4,Fp2,2,30,60,3.9950975949541467,3.6495732617200144e-11
sub-025,A,P4,Fp2,2,40,80,4.054417060723804,6.657749491559717e-14
sub-025,A,P4,Fp2,2,50,100,3.2608388275551055,1.750492004228276e-11
sub-025,A,P4,Fp2,3,5,10,4.010360683619347,0.0013883830828961313
sub-025,A,P4,Fp2,3,10,20,15.998977698392952,2.0071429354262658e-25
sub-025,A,P4,Fp2,3,20,40,3.9965562805137873,2.057942532281835e-08
sub-025,A,P4,Fp2,3,30,60,3.8346700195802623,1.6427768229680493e-10
sub-025,A,P4,Fp2,3,40,80,3.6682166002914096,5.807331178409427e-12
sub-025,A,P4,Fp2,3,50,100,3.3163697614902072,8.378530636949466e-12
sub-025,A,P4,Fp2,4,5,10,4.763943669940568,0.0002838952285164473
sub-025,A,P4,Fp2,4,10,20,4.773412053414403,1.3646837832217022e-06
sub-025,A,P4,Fp2,4,20,40,7.158042981857084,6.15262400633074e-18
sub-025,A,P4,Fp2,4,30,60,4.923727577945662,5.572379250263547e-15
sub-025,A,P4,Fp2,4,40,80,4.393911449185009,1.2880055055237581e-15
sub-025,A,P4,Fp2,4,50,100,3.359271323767719,4.736753856097627e-12
sub-025,A,Fp2,P4,0,5,10,45.63602314841666,1.3519203886477609e-39
sub-025,A,Fp2,P4,0,10,20,15.557758671351234,1.0265744966226249e-24
sub-025,A,Fp2,P4,0,20,40,8.492269572253855,6.506030751495617e-22
sub-025,A,Fp2,P4,0,30,60,3.838866741702829,1.5795228997947248e-10
sub-025,A,Fp2,P4,0,40,80,4.700719406604934,3.638888793550955e-17
sub-025,A,Fp2,P4,0,50,100,3.7743245110960024,1.8376602257695008e-14
sub-025,A,Fp2,P4,1,5,10,5.991254498242242,2.0559266569472297e-05
sub-025,A,Fp2,P4,1,10,20,11.05883282989876,2.654591616581282e-17
sub-025,A,Fp2,P4,1,20,40,6.841240823144824,5.522196081028113e-17
sub-025,A,Fp2,P4,1,30,60,5.480532587410677,2.834495488586767e-17
sub-025,A,Fp2,P4,1,40,80,4.153149808934348,2.1154467554481123e-14
sub-025,A,Fp2,P4,1,50,100,3.6112826497233295,1.6367005944156818e-13
sub-025,A,Fp2,P4,2,5,10,2.8814384006796634,0.01401536396203193
sub-025,A,Fp2,P4,2,10,20,6.82097234578498,4.443729923024573e-10
sub-025,A,Fp2,P4,2,20,40,4.470258674578503,7.999954399315049e-10
sub-025,A,Fp2,P4,2,30,60,3.8942853969900377,9.400250278479163e-11
sub-025,A,Fp2,P4,2,40,80,3.3260692176237354,2.924444336794616e-10
sub-025,A,Fp2,P4,2,50,100,3.090009151587961,1.668996397395624e-10
sub-025,A,Fp2,P4,3,5,10,4.204185015903101,0.0009253197817099647
sub-025,A,Fp2,P4,3,10,20,3.632325383589831,0.00010518367295991422
sub-025,A,Fp2,P4,3,20,40,2.853952815791622,3.917838546120276e-05
sub-025,A,Fp2,P4,3,30,60,1.6002667288062793,0.02415202980595067
sub-025,A,Fp2,P4,3,40,80,1.613115771563495,0.011776819292392595
sub-025,A,Fp2,P4,3,50,100,1.5188967501095454,0.015517392338325891
sub-025,A,Fp2,P4,4,5,10,2.4291165332705367,0.03412662760775861
sub-025,A,Fp2,P4,4,10,20,3.3323850378887716,0.00031870857303586736
sub-025,A,Fp2,P4,4,20,40,5.131917791414054,8.151764388573815e-12
sub-025,A,Fp2,P4,4,30,60,4.003363901604211,3.376776620766508e-11
sub-025,A,Fp2,P4,4,40,80,3.064688529331437,5.5941638284766765e-09
sub-025,A,Fp2,P4,4,50,100,2.658914199376462,4.40433261181148e-08
sub-026,A,P3,Fp1,0,5,10,17.62974290291584,3.0094754048001085e-16
sub-026,A,P3,Fp1,0,10,20,11.543998138548547,4.067386594012844e-18
sub-026,A,P3,Fp1,0,20,40,8.33931831155233,1.842817437311945e-21
sub-026,A,P3,Fp1,0,30,60,6.471240331842715,2.520082339353322e-21
sub-026,A,P3,Fp1,0,40,80,5.740644287535035,2.2333422374645695e-22
sub-026,A,P3,Fp1,0,50,100,4.46957239267754,1.611784349332294e-18
sub-026,A,P3,Fp1,1,5,10,26.913826180210382,1.9080162025359073e-24
sub-026,A,P3,Fp1,1,10,20,9.076921951267712,6.076400745452279e-14
sub-026,A,P3,Fp1,1,20,40,7.207217707398647,4.379144734826967e-18
sub-026,A,P3,Fp1,1,30,60,7.070932705830036,9.554580368791861e-24
sub-026,A,P3,Fp1,1,40,80,6.628497931243005,9.698769753287923e-27
sub-026,A,P3,Fp1,1,50,100,5.1461133516216755,1.9523533878630754e-22
sub-026,A,P3,Fp1,2,5,10,0.22648894108305287,0.9510219243144896
sub-026,A,P3,Fp1,2,10,20,3.5398544809620334,0.00014832769847934515
sub-026,A,P3,Fp1,2,20,40,2.916305195058038,2.6371918113404203e-05
sub-026,A,P3,Fp1,2,30,60,1.9298405162723709,0.002497177714286709
sub-026,A,P3,Fp1,2,40,80,2.514485362054617,2.2691217870163646e-06
sub-026,A,P3,Fp1,2,50,100,2.399644737505918,1.1153905991756906e-06
sub-026,A,P3,Fp1,3,5,10,9.74054100824546,6.124545899408898e-09
sub-026,A,P3,Fp1,3,10,20,3.383763379407459,0.0002639421706493254
sub-026,A,P3,Fp1,3,20,40,2.4439251469599,0.0004915547582157567
sub-026,A,P3,Fp1,3,30,60,3.020005138589689,2.917091845646052e-07
sub-026,A,P3,Fp1,3,40,80,4.138854205651581,2.4976088952894394e-14
sub-026,A,P3,Fp1,3,50,100,4.410649304620002,3.552680545698926e-18
sub-026,A,P3,Fp1,4,5,10,14.34690877036063,3.067793264380629e-13
sub-026,A,P3,Fp1,4,10,20,5.099558097854489,3.846906096442508e-07
sub-026,A,P3,Fp1,4,20,40,2.948251549750863,2.151012016441087e-05
sub-026,A,P3,Fp1,4,30,60,1.9643190327537168,0.0019349128708817632
sub-026,A,P3,Fp1,4,40,80,1.972531095109879,0.0005169999411837181
sub-026,A,P3,Fp1,4,50,100,2.23285751828874,8.310542923939123e-06
sub-026,A,Fp1,P3,0,5,10,13.093454673488383,4.456578028927723e-12
sub-026,A,Fp1,P3,0,10,20,1.92326341688364,0.0397257333444979
sub-026,A,Fp1,P3,0,20,40,1.402969325396704,0.11409942001479721
sub-026,A,Fp1,P3,0,30,60,1.3189181435401351,0.1224943145123051
sub-026,A,Fp1,P3,0,40,80,1.7869244265985385,0.002764414650498418
sub-026,A,Fp1,P3,0,50,100,1.2924539176655427,0.09379238455804277
sub-026,A,Fp1,P3,1,5,10,37.433062024031514,3.562315393297049e-33
sub-026,A,Fp1,P3,1,10,20,4.128237064098938,1.6245489206401257e-05
sub-026,A,Fp1,P3,1,20,40,1.2336085109369541,0.22029035061929353
sub-026,A,Fp1,P3,1,30,60,2.4408612613855674,4.429021212831984e-05
sub-026,A,Fp1,P3,1,40,80,2.3561954541768477,1.181884302613697e-05
sub-026,A,Fp1,P3,1,50,100,2.0039807612307716,0.000115943228454253
sub-026,A,Fp1,P3,2,5,10,1.1761730770048664,0.319479577338651
sub-026,A,Fp1,P3,2,10,20,1.5454592247070764,0.11972087932619174
sub-026,A,Fp1,P3,2,20,40,1.3311731071376398,0.1525063943116955
sub-026,A,Fp1,P3,2,30,60,1.1428339842589401,0.27744910201485434
sub-026,A,Fp1,P3,2,40,80,1.2352248817826845,0.15850194127171113
sub-026,A,Fp1,P3,2,50,100,1.2985328026925085,0.0898568458449907
sub-026,A,Fp1,P3,3,5,10,8.952428344717093,3.380003346631036e-08
sub-026,A,Fp1,P3,3,10,20,2.3651960253320725,0.009598818024782454
sub-026,A,Fp1,P3,3,20,40,1.3032042137828257,0.17001166358503417
sub-026,A,Fp1,P3,3,30,60,1.9563063035547796,0.002053625133812881
sub-026,A,Fp1,P3,3,40,80,2.197061908206385,5.914073286729765e-05
sub-026,A,Fp1,P3,3,50,100,1.5318852204527165,0.013837305877324676
sub-026,A,Fp1,P3,4,5,10,37.274658885080754,4.77465363192969e-33
sub-026,A,Fp1,P3,4,10,20,5.936823331322133,1.4501987761944407e-08
sub-026,A,Fp1,P3,4,20,40,2.4083466585294806,0.0006079020632705806
sub-026,A,Fp1,P3,4,30,60,1.3184728678980677,0.12277406965463375
sub-026,A,Fp1,P3,4,40,80,1.2875733269125165,0.11683840744438187
sub-026,A,Fp1,P3,4,50,100,1.6507220799398066,0.004618202261368836
sub-026,A,P4,Fp2,0,5,10,4.571604695526422,0.00042668503257850586
sub-026,A,P4,Fp2,0,10,20,3.052224020607592,0.0008810696204799702
sub-026,A,P4,Fp2,0,20,40,2.265578844457256,0.0014065714321076538
sub-026,A,P4,Fp2,0,30,60,2.0087911120358917,0.001386529819577478
sub-026,A,P4,Fp2,0,40,80,2.241274654408005,3.801644332398579e-05
sub-026,A,P4,Fp2,0,50,100,1.775961458339696,0.0013342005453657769
sub-026,A,P4,Fp2,1,5,10,17.10768099947365,8.97981197250269e-16
sub-026,A,P4,Fp2,1,10,20,4.989012220023373,5.913911296496308e-07
sub-026,A,P4,Fp2,1,20,40,2.608373280540375,0.0001812584523862525
sub-026,A,P4,Fp2,1,30,60,2.768221072287609,2.7034711622735385e-06
sub-026,A,P4,Fp2,1,40,80,2.85270647718203,5.888529550221579e-08
sub-026,A,P4,Fp2,1,50,100,2.525908524224124,2.345490284112755e-07
sub-026,A,P4,Fp2,2,5,10,4.455636846675845,0.0005451212302477299
sub-026,A,P4,Fp2,2,10,20,1.6709138939403627,0.08417255248013052
sub-026,A,P4,Fp2,2,20,40,1.861715905164352,0.013077577897912042
sub-026,A,P4,Fp2,2,30,60,1.4888086672297016,0.047861699890500715
sub-026,A,P4,Fp2,2,40,80,1.9516809992074249,0.0006277410089644455
sub-026,A,P4,Fp2,2,50,100,2.02883959327827,8.77732565465692e-05
sub-026,A,P4,Fp2,3,5,10,6.811570368968681,3.5009224018224813e-06
sub-026,A,P4,Fp2,3,10,20,5.402008249220976,1.1816347666432552e-07
sub-026,A,P4,Fp2,3,20,40,2.450748117929486,0.0004718626178132817
sub-026,A,P4,Fp2,3,30,60,4.057434486652136,2.030695211081627e-11
sub-026,A,P4,Fp2,3,40,80,4.66851709875864,5.289938028263619e-17
sub-026,A,P4,Fp2,3,50,100,4.708446924227014,6.586450152708043e-20
sub-026,A,P4,Fp2,4,5,10,7.248689684321129,1.3592516135331507e-06
sub-026,A,P4,Fp2,4,10,20,3.031183474749174,0.000950193783555575
sub-026,A,P4,Fp2,4,20,40,2.5714245215525233,0.0002272878705159969
sub-026,A,P4,Fp2,4,30,60,2.522940556169225,2.2244698770828278e-05
sub-026,A,P4,Fp2,4,40,80,2.2132590550198104,5.032735835707946e-05
sub-026,A,P4,Fp2,4,50,100,2.1863733272137194,1.4369968248199136e-05
sub-026,A,Fp2,P4,0,5,10,4.487446518543914,0.0005097247916314783
sub-026,A,Fp2,P4,0,10,20,2.847219439063869,0.0018287940368374924
sub-026,A,Fp2,P4,0,20,40,1.987425924322949,0.006705300720374358
sub-026,A,Fp2,P4,0,30,60,1.8261050311636025,0.005281479599583838
sub-026,A,Fp2,P4,0,40,80,1.8595381312476023,0.0014552689051560166
sub-026,A,Fp2,P4,0,50,100,1.370509237403686,0.052796290658044406
sub-026,A,Fp2,P4,1,5,10,32.98521160793122,1.486061577152987e-29
sub-026,A,Fp2,P4,1,10,20,6.090346302493231,7.92684966601729e-09
sub-026,A,Fp2,P4,1,20,40,1.7984685346956353,0.018111771875337086
sub-026,A,Fp2,P4,1,30,60,1.7920109835276126,0.0067121878394541
sub-026,A,Fp2,P4,1,40,80,2.203079201345046,5.570338727665337e-05
sub-026,A,Fp2,P4,1,50,100,2.0780932873883735,5.025851140236872e-05
sub-026,A,Fp2,P4,2,5,10,7.4885601140277425,8.08356129206324e-07
sub-026,A,Fp2,P4,2,10,20,2.0927627025572537,0.023361646261067105
sub-026,A,Fp2,P4,2,20,40,1.4406836910593508,0.09737033188540568
sub-026,A,Fp2,P4,2,30,60,1.629019005004257,0.02009105675011473
sub-026,A,Fp2,P4,2,40,80,1.7572250262464517,0.0035733080548156723
sub-026,A,Fp2,P4,2,50,100,1.5661492631257556,0.010173867464542583
sub-026,A,Fp2,P4,3,5,10,4.923087451147741,0.00020244898127991665
sub-026,A,Fp2,P4,3,10,20,2.491489225579601,0.0062746018949925274
sub-026,A,Fp2,P4,3,20,40,1.4701128239679007,0.085799531885905
sub-026,A,Fp2,P4,3,30,60,1.6287269503602146,0.02012896190555381
sub-026,A,Fp2,P4,3,40,80,2.104833740601203,0.00014645665186295258
sub-026,A,Fp2,P4,3,50,100,1.7220416081446588,0.002299617554447523
sub-026,A,Fp2,P4,4,5,10,10.850177032133933,5.554464004556587e-10
sub-026,A,Fp2,P4,4,10,20,1.607522192905488,0.10076720417570022
sub-026,A,Fp2,P4,4,20,40,1.5943383226149974,0.049051877027045915
sub-026,A,Fp2,P4,4,30,60,1.1401305644651085,0.2805580849458164
sub-026,A,Fp2,P4,4,40,80,1.3634681959748967,0.07252575838770589
sub-026,A,Fp2,P4,4,50,100,1.381412618582463,0.048527523198844146
sub-027,A,P3,Fp1,0,5,10,15.156277004813063,5.498010607319863e-14
sub-027,A,P3,Fp1,0,10,20,1.4483197924770312,0.1555120224956099
sub-027,A,P3,Fp1,0,20,40,0.9179806236793828,0.56413968606096
sub-027,A,P3,Fp1,0,30,60,1.4455413784293971,0.061568258767586155
sub-027,A,P3,Fp1,0,40,80,1.9615666257486657,0.0005726502416698576
sub-027,A,P3,Fp1,0,50,100,1.944783340742653,0.00022299193843394643
sub-027,A,P3,Fp1,1,5,10,3.1410686799582614,0.008315314673326144
sub-027,A,P3,Fp1,1,10,20,3.534884860891947,0.00015108602847322712
sub-027,A,P3,Fp1,1,20,40,2.1919610859697207,0.0021479469721568736
sub-027,A,P3,Fp1,1,30,60,2.645190202908732,7.848366427065438e-06
sub-027,A,P3,Fp1,1,40,80,2.408287347915612,6.899853136457779e-06
sub-027,A,P3,Fp1,1,50,100,2.5918227659112345,1.0275337042036657e-07
sub-027,A,P3,Fp1,2,5,10,25.722959328671326,2.0222431080222154e-23
sub-027,A,P3,Fp1,2,10,20,7.49881710181032,3.054677433010688e-11
sub-027,A,P3,Fp1,2,20,40,6.733125706800209,1.1694362918318556e-16
sub-027,A,P3,Fp1,2,30,60,5.009862616221795,2.4601110401615377e-15
sub-027,A,P3,Fp1,2,40,80,4.9815253564491675,1.3995094206137364e-18
sub-027,A,P3,Fp1,2,50,100,5.0496938592141145,7.004647942336977e-22
sub-027,A,P3,Fp1,3,5,10,3.698208126246971,0.002656750104364231
sub-027,A,P3,Fp1,3,10,20,3.1638382983684554,0.0005890047349821496
sub-027,A,P3,Fp1,3,20,40,4.652054336607562,2.2788283322699658e-10
sub-027,A,P3,Fp1,3,30,60,2.567700170304348,1.5222922769540574e-05
sub-027,A,P3,Fp1,3,40,80,2.87313919896771,4.702004810437481e-08
sub-027,A,P3,Fp1,3,50,100,1.7801942294028001,0.0012776237881737538
sub-027,A,P3,Fp1,4,5,10,2.3866937673884556,0.0370405183612123
sub-027,A,P3,Fp1,4,10,20,2.7707657502547027,0.0023930501014549125
sub-027,A,P3,Fp1,4,20,40,4.046100144515625,1.4683416605620691e-08
sub-027,A,P3,Fp1,4,30,60,2.777491168190854,2.4932606732262458e-06
sub-027,A,P3,Fp1,4,40,80,3.383236242293509,1.5250332574460122e-10
sub-027,A,P3,Fp1,4,50,100,2.5989939883487048,9.388878980061904e-08
sub-027,A,Fp1,P3,0,5,10,11.481700044630944,1.421945646835539e-10
sub-027,A,Fp1,P3,0,10,20,0.6040421474616443,0.8109629310541706
sub-027,A,Fp1,P3,0,20,40,0.9436420850841235,0.5310955924463476
sub-027,A,Fp1,P3,0,30,60,1.152821979339274,0.2661544273988
sub-027,A,Fp1,P3,0,40,80,1.2093247299680256,0.1829094538936047
sub-027,A,Fp1,P3,0,50,100,1.2308876276258174,0.14205328180287355
sub-027,A,Fp1,P3,1,5,10,4.231624194625192,0.0008735301041746034
sub-027,A,Fp1,P3,1,10,20,0.49202138858904604,0.8955595041528808
sub-027,A,Fp1,P3,1,20,40,1.2155874417986239,0.2349308279326429
sub-027,A,Fp1,P3,1,30,60,1.5740579401560733,0.028489389983382008
sub-027,A,Fp1,P3,1,40,80,1.4441984209411256,0.04189835510896469
sub-027,A,Fp1,P3,1,50,100,1.6696518597275671,0.0038481528888349202
sub-027,A,Fp1,P3,2,5,10,11.734237666093419,8.252981445906264e-11
sub-027,A,Fp1,P3,2,10,20,8.04340470148682,3.5579789690423015e-12
sub-027,A,Fp1,P3,2,20,40,2.326135769813982,0.0009881524334619247
sub-027,A,Fp1,P3,2,30,60,1.9341631518305502,0.0024189657045760593
sub-027,A,Fp1,P3,2,40,80,2.5319220368336746,1.8870502892892663e-06
sub-027,A,Fp1,P3,2,50,100,2.1699310561977043,1.741697078002213e-05
sub-027,A,Fp1,P3,3,5,10,1.7893557701806535,0.11311195853612352
sub-027,A,Fp1,P3,3,10,20,8.141503268693056,2.4161754831026292e-12
sub-027,A,Fp1,P3,3,20,40,4.958244542674199,2.7268764868216487e-11
sub-027,A,Fp1,P3,3,30,60,3.812248249385908,2.026037514803877e-10
sub-027,A,Fp1,P3,3,40,80,2.9868040317923565,1.334726572958277e-08
sub-027,A,Fp1,P3,3,50,100,3.11769556127513,1.1596489590876902e-10
sub-027,A,Fp1,P3,4,5,10,8.571822536012155,7.716306172134776e-08
sub-027,A,Fp1,P3,4,10,20,4.41967687578096,5.3352481609858155e-06
sub-027,A,Fp1,P3,4,20,40,4.491811759883479,6.894891552513595e-10
sub-027,A,Fp1,P3,4,30,60,2.9865232562594577,3.9344711612036713e-07
sub-027,A,Fp1,P3,4,40,80,2.696609517395613,3.2352321084682376e-07
sub-027,A,Fp1,P3,4,50,100,2.4146170953385697,9.285934859794687e-07
sub-027,A,P4,Fp2,0,5,10,10.512136458722077,1.1531483362659768e-09
sub-027,A,P4,Fp2,0,10,20,2.6847789702335056,0.0032302585682944347
sub-027,A,P4,Fp2,0,20,40,3.6574654109655333,2.0391222574390396e-07
